name,partition,description,value,voices
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
Flageolet,NULL,NULL,2',NULL
Kwint,NULL,NULL,"1 1/3'",NULL
Subbas,NULL,NULL,16',NULL
Gedekt,NULL,NULL,"8' tr",NULL
Prestant,NULL,NULL,"4' tr",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Melophone,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-4 st.",NULL
"Cornet D",NULL,NULL,"3 st.",NULL
Trompet,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicet,NULL,NULL,4',NULL
"Fluit Harmonie",NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Klarinet,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Violon,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Bazuin*,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Melophone,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-4 st.",NULL
"Cornet D",NULL,NULL,"3 st.",NULL
Trompet,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicet,NULL,NULL,4',NULL
"Fluit Harmonie",NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Klarinet,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Violon,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Bazuin*,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-4 st.",NULL
"Cornet D",NULL,NULL,"2 st.",NULL
Trompet,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicet,NULL,NULL,4',NULL
"Fluit Harmonie",NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Klarinet,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Violon,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Bazuin*,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Melophone,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-4 st.",NULL
"Cornet D",NULL,NULL,"2 st.",NULL
Trompet,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicet,NULL,NULL,4',NULL
"Fluit Harmonie",NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Klarinet,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Violon,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Bazuin*,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Melophone,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-4 st.",NULL
"Cornet D",NULL,NULL,"2 st.",NULL
Trompet,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicet,NULL,NULL,4',NULL
"Fluit Harmonie",NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Klarinet,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Violon,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Bazuin*,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
"Bourdon D",NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
"Super Octaaf",NULL,NULL,2',NULL
Gemshoorn,NULL,NULL,2',NULL
Flageolet,NULL,NULL,1',NULL
Sexquialter,NULL,NULL,"2 st.",NULL
"Mixtuur B/D",NULL,NULL,NULL,NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
"Cornet D",NULL,NULL,"5 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Bourdon,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicet,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
"Bosson-Hautbois B/D",NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Violon,NULL,NULL,8',NULL
"Flûte Harmonique",NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
"Cornet D",NULL,NULL,"5 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Bourdon,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicet,NULL,NULL,8',NULL
"Voix Céleste",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
"Bosson-Hautbois B/D",NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Violon,NULL,NULL,8',NULL
"Flûte Harmonique",NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Gedektfluit,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
"Cornet D",NULL,NULL,"5 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Bourdon,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicet,NULL,NULL,8',NULL
"Voix Céleste",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
"Bosson-Hautbois B/D",NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Violon,NULL,NULL,8',NULL
"Flûte Harmonique",NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Gedektfluit,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
"Cornet D",NULL,NULL,"5 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Bourdon,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicet,NULL,NULL,8',NULL
"Voix Céleste",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
"Bosson-Hautbois B/D",NULL,NULL,8',NULL
"Prestant D",NULL,NULL,16',NULL
"Bourdon D",NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
"Roerquint B",NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
"Nachthoorn B",NULL,NULL,NULL,NULL
Sexquialter,NULL,NULL,"2 st.",NULL
"Prestant D",NULL,NULL,16',NULL
"Bourdon D",NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
"Roerquint B",NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
"Nachthoorn B",NULL,NULL,NULL,NULL
Sexquialter,NULL,NULL,"2 st.",NULL
Bourdon,NULL,NULL,16',NULL
"Prestant B/D",NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
"Voix Celeste",NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
Woudfluit,NULL,NULL,2',NULL
Subbas,NULL,NULL,"16' tr",NULL
"Bourdon D",NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,4',NULL
Superoctaaf,NULL,NULL,2',NULL
"Mixtuur B/D",NULL,NULL,"3 st.",NULL
"Sexquialter D",NULL,NULL,"3 st.",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Dulciaan,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Dulciaan,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
"Holpijp B/D",NULL,NULL,8',NULL
"Prestant D",NULL,NULL,8',NULL
"Prestant B/D",NULL,NULL,4',NULL
"Fluit B/D",NULL,NULL,4',NULL
"Octaaf B/D",NULL,NULL,2',NULL
"Quint B",NULL,NULL,"1 1/2'",NULL
"Holpijp B/D",NULL,NULL,8',NULL
"Prestant D",NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
"Prestant B/D",NULL,NULL,4',NULL
"Fluit B/D",NULL,NULL,4',NULL
"Octaaf B/D",NULL,NULL,2',NULL
"Holpijp B/D",NULL,NULL,8',NULL
"Gamba D",NULL,NULL,8',NULL
Celeste,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
"Fluit B/D",NULL,NULL,4',NULL
"Fluit B",NULL,NULL,2',NULL
Holpijp,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Octaaf,NULL,NULL,1',NULL
Holpijp,NULL,NULL,8',NULL
Prestant*,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
"Prestant D",NULL,NULL,8',NULL
"Holpijp B/D",NULL,NULL,8',NULL
"Prestant B/D",NULL,NULL,4',NULL
"Fluit B/D",NULL,NULL,4',NULL
"Quint D",NULL,NULL,3',NULL
"Octaaf B/D",NULL,NULL,2',NULL
"Flageolet B",NULL,NULL,1',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Gemshoorn,NULL,NULL,8',NULL
Octaaffluit,NULL,NULL,4',NULL
Superoctaaf,NULL,NULL,2',NULL
"Klein Mixtuur",NULL,NULL,"3 st.",NULL
Salicionaal,NULL,NULL,8',NULL
Celeste,NULL,NULL,8',NULL
Bourdon,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Nachthoorn,NULL,NULL,4',NULL
